;Class;Source;Target;Total;Lines;Statements;X..Branches;Calls;X..Comments;Classes;Methods.Class;Avg.Stmts.Method;Max.Complexity;Max.Depth;Avg.Depth;Avg.Complexity;pmdAll;pmdCoupling;pmdDesign;pmdCodeSize;pmdPriority;findbugsAll;findbugsStyle;findbugsBad;findbugsScary;WMC;DIT;NOC;CBO;RFC;LCOM;Ca;NPM;ncloc;complexity;class_complexity;comment_lines;comment_lines_density;public_undocumented_api;duplicated_lines;violations;code_smells;sqale_index;sqale_debt_ratio;bugs;vulnerabilities;statements;public_api;functions;Commits;Creation
1;AbstractAccessTask;0;0;0;109;22;0;16;56.9;1;6;1.5;2;2;1.09;1.17;11;0;1;0;0;0;0;0;0;6;0;2;6;21;15;2;5;35;10;10;24;40.7;0;0;1;1;5;0.5;0;0;9;6;6;15;1157136567
2;AbstractAnalyzer;0;0;0;284;81;17.3;38;51.1;1;14;3.5;8;6;2.01;2;49;5;5;0;1;0;0;0;0;16;1;3;3;40;80;3;10;113;32;32;81;41.8;0;0;9;8;130;3.8;0;1;48;10;15;12;1157136567
3;AbstractCvsTask;0;0;0;832;271;18.5;152;40.5;1;43;4.37;21;5;2.16;2.44;184;45;7;8;4;3;0;1;3;43;0;4;15;111;781;4;33;386;94;94;176;31.3;0;0;26;26;231;2;0;0;178;19;28;43;1189596915
4;AbstractFileSet;0;0;0;828;300;15.3;213;40.6;1;60;3.35;11;5;1.9;1.92;212;36;30;3;13;3;0;0;3;60;0;3;29;123;1198;9;58;420;153;153;169;28.7;0;99;13;13;159;1.3;0;0;198;58;59;58;1187786631
5;AbstractHotDeploymentTool;0;0;0;193;42;9.5;11;57.5;1;12;1.58;4;3;1.45;1.33;10;0;0;0;0;0;0;0;0;15;1;2;5;24;77;2;13;59;10;10;62;51.2;0;0;1;1;5;0.3;0;0;19;4;5;14;1157136567
6;AbstractJarSignerTask;0;0;0;379;117;10.3;58;49.6;1;23;2.96;5;4;1.73;1.57;59;13;2;1;0;0;0;0;0;24;0;2;12;65;222;2;13;154;35;35;81;34.5;0;38;9;9;147;3.2;0;0;67;12;22;12;1162767827
7;AbstractScriptComponent;0;0;0;152;40;2.5;17;54.6;1;12;1.42;2;3;1.22;1.08;18;2;1;0;0;0;0;0;0;13;0;2;6;27;0;2;10;54;14;14;29;34.9;0;0;1;1;5;0.3;0;0;17;10;12;8;1183043644
8;AbstractSelectorContainer;0;0;0;288;73;6.8;41;51;1;26;1.5;4;5;1.6;1.19;48;9;1;1;0;0;0;0;0;27;0;2;23;41;321;2;27;106;31;31;73;40.8;0;227;4;4;95;3;0;0;39;27;26;3;1157136567
9;AbstractSshMessage;0;0;0;272;101;15.8;36;35.3;3;5.67;3.59;10;6;2.12;2;87;9;2;0;4;8;0;0;8;13;1;2;8;14;78;3;4;142;32;16;51;26.4;3;0;13;13;113;2.7;0;0;57;7;15;18;1190628000
10;AggregateTransformer;0;0;0;345;146;9.6;89;36.8;2;7;6.5;6;4;1.77;2;87;17;11;0;6;1;1;0;1;14;1;0;14;86;41;3;8;179;33;16.5;66;26.9;0;0;4;3;25;0.5;1;0;89;11;14;48;1184693617
11;Algorithm;0;0;0;48;5;0;0;72.9;1;2;0;0;1;0.4;0;2;0;0;0;0;0;0;0;0;2;1;0;0;2;1;4;2;6;0;0;11;64.7;0;0;1;1;5;2.8;0;0;0;3;2;7;1157136567
12;AncestorAnalyzer;0;0;0;138;60;23.3;43;33.3;1;3;15.67;16;7;2.98;6.33;73;31;1;5;3;0;0;0;0;3;0;0;1;4;3;0;1;79;18;18;17;17.7;0;19;18;17;255;10.8;1;0;45;2;3;14;1157136567
13;And;0;0;0;49;11;18.2;4;59.2;1;1;6;3;4;1.55;3;22;4;1;0;2;0;0;0;0;3;0;0;3;9;3;0;3;15;4;4;6;28.6;0;0;1;1;5;1.1;0;0;6;2;1;25;1157136567
15;AndSelector;0;0;0;77;21;14.3;12;50.6;1;3;4.67;3;4;1.81;2;17;4;1;0;0;0;0;0;0;3;0;0;2;14;3;6;3;29;7;7;12;29.3;0;34;4;4;50;5.7;0;0;14;3;3;9;1157136567
16;AnsiColorLogger;0;0;0;243;88;28.4;26;47.7;1;2;30.5;12;5;2.78;10.5;55;8;1;4;3;0;0;0;0;3;0;0;1;17;0;0;1;112;20;20;81;42;0;0;12;12;101;3;0;0;51;1;2;17;1179498010
17;Ant;0;0;0;783;294;21.8;207;35.8;3;11.33;6.44;29;6;2.53;3.24;250;79;19;7;13;3;1;1;3;28;0;0;15;132;130;3;19;422;105;35;178;29.7;0;0;27;27;334;2.6;0;0;204;17;24;141;1179418576
18;AntAnalyzer;0;0;0;151;73;20.5;54;28.5;1;3;19.33;18;7;3.38;6.67;92;39;2;5;4;0;0;0;0;3;0;0;2;36;3;1;1;95;19;19;15;13.6;0;0;16;16;232;8.1;0;0;56;1;3;13;1157136567
19;AntClassLoader;37;0;37;1461;496;23;273;46.7;2;30.5;6.34;14;6;2.54;3.13;385;61;35;12;34;0;0;0;0;57;2;2;16;171;1232;38;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;132;1184754916
20;AntClassLoader2;0;0;0;31;4;0;0;71;1;1;0;1;1;0.25;1;4;0;1;0;0;0;0;0;0;1;0;0;1;2;0;0;1;6;1;1;3;33.3;0;0;4;4;25;13.9;0;0;0;1;1;18;1162680620
21;AntFilterReader;0;0;0;157;52;21.2;30;43.9;1;9;4;8;5;1.98;2.44;27;6;0;0;0;0;0;0;0;10;0;0;6;32;15;2;10;73;22;22;26;26.3;0;23;4;3;45;2.1;1;0;34;7;6;20;1157136567
22;Antlib;0;0;0;165;63;9.5;38;38.2;1;6;6.5;4;4;1.86;2;49;21;4;0;0;0;0;0;0;7;0;0;9;46;9;1;4;87;16;16;26;23;0;0;4;4;20;0.8;0;0;38;4;6;25;1157136567
23;AntlibDefinition;0;1;1;81;19;10.5;3;58;1;4;2;3;3;1.26;1.5;8;0;0;0;0;0;0;0;0;5;0;3;2;12;2;4;5;26;4;4;18;40.9;0;0;2;2;10;1.3;0;0;8;2;1;7;1157136567
24;ANTLR;0;0;0;437;176;18.2;114;33.2;1;24;4.83;11;5;1.93;2.46;111;34;5;5;8;2;0;0;2;25;0;0;18;92;218;0;18;248;57;57;80;24.4;0;0;9;9;60;0.8;0;0;108;10;15;79;1190220821
25;AntMain;0;0;0;42;4;0;0;78.6;1;1;0;0;1;0.25;0;3;0;0;0;0;0;0;0;0;1;1;0;0;1;0;2;1;6;0;0;9;60;0;0;2;2;7;3.9;0;0;0;2;1;7;1157136567
26;AntResolver;0;0;0;116;42;9.5;15;40.5;1;6;4;3;3;1.55;1.67;11;1;0;0;0;0;0;0;0;7;1;0;5;25;1;1;6;55;10;10;15;21.4;0;0;2;2;10;0.6;0;0;23;3;3;13;1157136567
27;AntSoundPlayer;0;0;0;241;85;16.5;34;41.1;1;14;3.43;9;4;1.76;2.14;75;11;9;1;3;0;0;0;0;14;1;0;3;43;81;1;11;110;29;29;53;32.5;0;37;20;15;110;3.3;3;2;41;11;14;33;1163873265
28;AntStructure;0;0;0;469;225;20.4;184;25.8;3;5.33;11.31;39;9+;3.36;5.92;219;96;4;6;18;2;1;0;2;8;0;0;6;36;18;1;4;300;70;23.3;56;15.7;2;0;30;27;356;4;2;1;169;14;15;63;1165148216
29;AntTypeDefinition;0;0;0;388;126;19.8;66;40.7;1;22;4.18;7;4;1.93;2.47;99;16;7;0;7;1;1;0;1;23;1;2;4;49;149;11;20;202;77;77;95;32;0;0;22;21;173;2.9;0;1;83;10;12;23;1186784782
30;AntVersion;0;0;0;171;49;10.2;49;35.7;1;2;19;6;4;2.33;6;41;14;4;0;3;0;0;0;0;11;0;0;5;30;0;0;9;96;30;30;26;21.3;0;0;5;3;37;1.3;2;0;44;3;4;18;1186942655
31;AntXMLContext;0;0;0;367;105;6.7;37;48.5;1;28;1.82;3;3;1.43;1.32;62;10;8;0;0;0;0;0;0;28;1;0;4;52;282;7;28;141;24;24;88;38.4;0;0;9;9;93;2.2;0;0;51;12;11;14;1161120822
32;ApacheCatalog;0;0;0;121;29;20.7;16;54.5;1;3;6.67;7;4;2.07;3;22;3;0;0;4;1;0;0;1;4;1;0;3;5;6;0;3;38;6;6;36;48.6;0;0;1;1;5;0.4;0;0;18;2;2;16;1157136567
33;ApacheCatalogResolver;0;0;0;177;41;7.3;25;54.8;1;4;5.5;4;3;1.44;1.75;23;4;0;0;0;1;0;0;1;5;1;0;1;6;10;1;5;55;9;9;59;51.8;0;0;3;3;15;0.9;0;0;23;4;3;20;1157136567
34;Apt;2;0;2;265;72;2.8;17;50.2;2;11;1.27;2;3;1.43;1.09;34;3;2;0;1;0;0;0;0;17;0;0;7;35;118;2;17;103;12;6;66;39.1;0;0;5;5;55;1.8;0;0;28;11;10;14;1167860802
35;AptCompilerAdapter;0;0;0;189;59;13.6;47;51.3;1;4;8.75;7;4;1.64;2.5;40;10;0;0;4;0;0;0;0;5;0;0;9;34;10;1;2;75;15;15;57;43.2;0;0;5;5;61;2.7;0;0;39;2;4;8;1162680307
36;AptExternalCompilerAdapter;0;2;2;71;18;0;12;50.7;1;2;5;1;2;1.22;1;6;1;0;0;0;0;0;0;0;3;0;0;6;15;3;0;2;23;2;2;11;32.4;0;0;1;1;5;0.7;0;0;10;2;2;6;1163873487
37;Arc;0;0;0;121;48;16.7;30;36.4;1;6;5;6;4;1.94;2.33;52;13;5;0;5;5;5;0;5;7;0;0;3;8;21;1;7;64;14;14;15;19;0;13;12;12;91;4.7;0;0;30;7;6;9;1163549427
38;ArchiveFileSet;0;0;0;493;164;14.6;104;44.8;1;33;3.33;5;3;1.76;1.88;98;21;1;1;2;1;0;1;1;34;0;2;11;70;295;4;29;231;82;82;122;34.6;0;0;10;10;95;1.4;0;0;110;26;30;15;1176821600
39;ArchiveResource;0;0;0;269;97;16.5;78;39;1;19;3.42;6;3;1.76;1.95;70;20;4;0;0;1;0;0;1;21;0;2;5;55;162;4;18;140;57;57;48;25.5;0;0;5;2;16;0.4;3;0;65;18;20;6;1157136567
40;ArchiveScanner;0;0;0;335;97;15.5;73;49;1;15;4.2;5;3;1.71;2.2;59;13;5;0;0;0;0;0;0;17;0;2;4;51;28;5;12;140;45;45;87;38.3;0;0;3;3;20;0.5;0;0;63;11;15;4;1163720163
41;AsiExtraField;0;0;0;337;87;5.7;57;55.5;1;19;2.95;4;3;1.67;1.32;42;5;2;0;2;4;0;1;4;20;1;0;4;40;130;0;18;122;17;17;105;46.3;0;0;3;2;10;0.3;1;0;55;10;11;20;1190731809
42;Assertions;0;0;0;366;116;14.7;85;48.9;4;4.75;4.26;6;5;2.18;2;70;24;3;0;0;0;0;0;0;13;0;0;9;40;0;3;10;151;41;10.3;105;41;0;0;8;8;83;1.8;0;0;80;17;18;19;1157136567
43;Attrib;0;0;0;195;54;1.9;36;45.1;1;17;1.35;2;3;1.31;1.12;33;1;1;0;0;0;0;0;0;17;0;0;6;35;130;0;12;83;27;27;42;33.6;0;0;2;2;6;0.2;0;0;23;13;17;12;1157136567
44;Available;2;0;2;517;182;16.5;133;35.6;2;9.5;7.16;18;8;3.7;2.41;150;29;6;8;9;2;1;0;2;23;0;0;12;75;185;1;18;299;103;51.5;94;23.9;0;0;25;23;237;2.6;2;0;142;15;17;102;1186942859
45;Base64Converter;0;0;0;124;53;5.7;4;42.7;1;2;18.5;4;3;2.17;2.5;37;0;0;0;17;1;0;0;1;4;1;1;0;7;4;2;3;66;5;5;28;29.8;0;0;7;5;46;2.3;0;2;37;3;2;6;1190626826
46;BaseExtendSelector;0;0;0;87;12;0;1;63.2;1;3;0.67;1;2;0.75;1;10;0;1;0;0;1;0;0;1;4;0;8;4;5;0;8;3;20;3;3;24;54.5;0;0;1;1;5;0.8;0;0;2;3;4;12;1163718881
47;BaseFilterReader;0;0;0;198;53;18.9;13;52.5;1;10;3.2;5;5;1.85;2;21;2;0;0;1;0;0;0;0;10;3;6;2;20;21;7;5;76;23;23;48;38.7;0;0;5;5;40;1.8;0;0;32;5;9;27;1157136567
48;Basename;0;0;0;109;26;15.4;13;58.7;1;4;3.5;8;4;1.62;2.75;17;5;0;0;0;0;0;0;0;5;0;0;4;15;4;0;5;36;10;10;33;47.8;0;0;1;1;5;0.5;0;0;14;2;1;16;1157136567
49;BaseParamFilterReader;0;0;0;73;15;0;3;61.6;1;4;1.25;1;2;1;1;5;0;0;0;0;1;0;0;1;4;0;12;3;7;4;12;3;22;4;4;13;37.1;0;0;1;1;5;0.8;0;0;5;4;4;16;1157136567
50;BaseResourceCollectionContainer;0;0;0;255;111;23.4;77;32.9;1;13;6.23;7;5;2.05;3.15;66;10;13;0;0;0;0;0;0;15;0;3;6;50;39;4;11;153;53;53;39;20.3;0;49;6;6;107;2.3;0;0;78;9;12;9;1176034107
51;BaseResourceCollectionWrapper;0;0;0;207;85;24.7;56;33.3;1;11;5.36;6;4;1.95;3.09;52;9;11;0;0;0;0;0;0;13;0;4;7;45;54;5;8;120;43;43;30;20;0;49;5;5;77;2.1;0;0;58;6;10;8;1168458537
52;BaseSelector;0;0;0;110;21;19;8;55.5;1;5;1.8;3;3;1.38;1.8;11;1;1;0;0;0;0;0;0;6;0;6;3;10;3;7;6;32;9;9;26;44.8;0;0;1;1;5;0.5;0;0;9;5;5;13;1162767097
53;BaseSelectorContainer;0;0;0;313;80;7.5;45;50.8;1;27;1.59;4;5;1.6;1.22;53;9;2;1;0;0;0;0;0;28;0;5;23;45;348;5;28;116;34;34;80;40.8;0;227;4;4;95;2.7;0;0;43;28;28;17;1157136567
54;BaseTest;0;0;0;189;50;2;3;52.4;1;17;1.12;2;3;1.32;1.06;43;1;1;0;4;0;0;0;0;18;1;2;1;22;113;3;18;69;19;19;45;39.5;0;0;2;2;25;1.2;0;0;19;18;17;24;1163111954
55;BasicShape;0;0;0;55;11;0;0;61.8;1;3;1;1;2;1.09;1;14;0;0;0;0;3;3;0;3;4;0;3;2;5;0;3;4;15;3;3;11;42.3;0;0;2;2;7;1.6;0;0;3;4;3;7;1163549427
56;BatchTest;0;0;0;202;68;11.8;52;48;1;9;5.11;5;5;1.79;1.89;65;26;2;0;0;0;0;0;0;9;0;0;9;44;28;1;5;86;17;17;57;39.9;0;0;3;3;45;1.7;0;0;46;6;9;43;1163111954
57;BCFileSet;0;0;0;72;18;11.1;21;54.2;1;4;2.5;2;3;1.44;1.5;16;8;1;0;0;0;0;0;0;4;0;0;5;19;6;0;4;26;8;8;12;31.6;0;0;2;2;10;1.3;0;0;10;4;4;2;1157136567
58;BigProjectLogger;0;0;0;176;48;8.3;26;46.6;1;10;2.8;4;3;1.5;1.6;24;3;2;0;0;0;0;0;0;11;0;0;6;32;53;0;5;75;18;18;33;30.6;0;0;1;1;5;0.2;0;0;26;5;10;3;1186837021
59;BorlandDeploymentTool;0;0;0;557;223;11.7;173;34.3;2;12.5;6.48;6;5;2.16;2.16;192;64;6;1;11;2;0;0;2;25;0;0;17;117;230;2;14;294;56;56;125;29.8;0;0;13;13;151;1.7;0;0;156;6;16;58;1163549616
60;BorlandGenerateClient;0;0;0;312;128;14.1;109;33.3;1;13;7.46;10;4;2.27;2.62;77;25;0;0;2;0;0;0;0;14;0;0;8;52;15;1;10;163;38;38;55;25.2;0;67;6;6;84;1.7;0;0;92;10;13;47;1163370571
61;BriefJUnitResultFormatter;0;0;0;251;82;9.8;58;43;1;13;3.92;8;5;1.76;1.85;55;0;6;0;2;1;0;0;1;13;1;0;7;40;58;0;11;113;24;24;46;28.9;0;0;7;7;75;2.2;0;0;49;10;11;30;1190628000
62;BuildEvent;0;0;0;201;41;0;6;66.7;1;11;1.91;1;2;1.44;1;23;0;3;0;0;2;0;2;2;11;2;0;3;15;13;17;11;53;4;4;70;56.9;0;0;1;1;5;0.3;0;0;21;5;4;27;1163873752
63;BuildException;0;0;0;209;49;4.1;18;57.9;1;15;1.87;2;4;1.73;1.13;22;0;0;0;0;0;0;0;0;15;4;3;1;30;0;524;15;69;14;14;59;46.1;0;0;9;9;70;3.4;0;0;28;13;12;28;1158254089
64;BuildListener;0;0;0;106;10;0;0;80.2;1;7;0;0;1;0.7;0;5;0;0;0;0;0;0;0;0;7;1;0;1;7;21;15;7;11;0;0;37;77.1;0;0;1;1;5;1.5;0;0;0;8;7;22;1163693325
65;BuildLogger;0;0;0;72;7;0;0;79.2;1;4;0;0;1;0.57;0;2;0;0;0;0;0;0;0;0;4;1;0;1;4;6;5;4;8;0;0;23;74.2;0;0;1;1;5;2.1;0;0;0;5;4;22;1157136567
66;BuildNumber;0;0;0;200;76;15.8;34;33;1;5;11.2;6;5;2.24;3.4;18;7;0;0;3;0;0;0;0;7;0;0;4;38;0;0;3;104;24;24;29;21.8;0;0;3;3;35;1.1;0;0;48;2;4;22;1157136567
67;BUnzip2;0;0;0;111;47;10.6;27;39.6;1;3;11;6;5;2.7;2.67;23;6;0;0;6;0;0;0;0;4;0;0;6;29;6;0;1;56;11;11;16;22.2;0;10;3;3;40;2.4;0;0;30;1;3;31;1190027628
68;BZip2;0;0;0;73;23;4.3;12;53.4;1;2;6.5;2;3;1.57;1.5;7;1;0;0;1;0;0;0;0;3;0;0;6;22;3;0;1;28;4;4;13;31.7;0;0;2;2;20;2.4;0;0;11;1;2;28;1163873635
69;BZip2Constants;0;0;0;109;13;0;0;33.9;1;0;0;0;1;0.85;0;27;0;12;0;1;1;0;0;1;1;1;0;0;1;0;2;0;67;0;0;13;16.3;0;0;6;5;18;0.9;0;1;0;1;0;19;1075927089
70;BZip2Resource;0;0;0;85;22;13.6;6;54.1;1;5;1.8;3;4;1.27;1.6;11;1;1;0;2;0;0;0;0;6;0;0;4;13;9;0;2;31;9;9;17;35.4;0;0;2;2;10;1.1;0;0;9;2;5;5;1163873752
71;Cab;0;0;0;352;152;15.1;119;29.5;1;13;8.46;13;5;2.52;3.08;149;60;10;5;3;3;0;1;3;15;0;0;14;83;47;0;8;197;42;42;55;21.8;0;0;19;18;241;4.1;1;0;105;3;8;75;1190220821
72;Cache;0;0;0;72;10;0;0;68.1;1;7;0;0;1;0.7;0;2;0;0;0;0;0;0;0;0;7;1;0;0;7;21;2;7;11;0;0;21;65.6;0;0;1;1;5;1.5;0;0;0;8;7;8;1157136567
73;CallTarget;0;0;0;255;72;22.2;31;52.2;1;14;3.43;3;3;1.81;2.14;39;2;4;1;0;0;0;0;0;15;0;0;9;41;0;0;15;102;26;26;77;43;0;0;1;1;5;0.2;0;0;44;13;12;49;1163720470
74;CBZip2InputStream;0;0;0;976;547;24.5;119;15.6;2;14.5;16.1;34;8;2.93;5.83;375;13;37;12;101;0;0;0;0;27;2;0;3;46;53;3;4;704;174;87;101;12.5;3;103;92;92;617;2.9;0;0;441;5;29;33;1075927089
75;CBZip2OutputStream;0;0;0;1632;875;10.3;261;11.3;1;22;36.86;24;7;2.61;3.43;637;21;48;28;189;5;5;0;5;33;2;0;3;44;322;3;5;1253;283;141.5;112;8.2;4;226;253;249;1793;4.8;4;0;889;6;33;34;1075927089
76;CCCheckin;0;0;0;343;83;15.7;54;57.1;1;16;3;9;4;1.73;1.88;69;18;9;0;6;0;0;0;0;17;0;0;7;39;100;0;14;112;17;17;113;50.2;0;150;10;10;115;3.4;0;0;46;2;4;30;1157136567
77;CCCheckout;0;0;0;516;131;16;93;56.8;1;25;3.24;14;4;1.82;1.96;112;36;14;0;9;0;0;0;0;26;0;0;7;50;271;0;20;175;29;29;174;49.9;0;0;14;14;80;1.5;0;0;76;2;7;31;1157136567
78;CCLock;0;0;0;378;94;17;58;57.1;1;19;3.05;7;3;1.77;1.95;63;17;6;0;4;2;0;0;2;20;0;0;7;42;148;0;15;127;26;26;125;49.6;0;44;10;10;70;1.8;0;0;53;2;6;10;1157136567
79;CCMCheck;0;0;0;207;70;14.3;51;36.7;1;11;3.91;11;4;1.79;2.27;48;10;4;3;0;0;0;0;0;11;0;3;9;41;19;3;9;93;25;25;33;26.2;0;0;7;7;54;1.9;0;0;43;5;6;34;1163720395
80;CCMCheckin;0;0;0;39;7;0;4;61.5;1;1;3;1;2;1;1;1;0;0;0;0;0;0;0;0;1;0;0;1;8;0;0;1;9;1;1;2;18.2;0;0;1;1;5;1.9;0;0;3;2;1;16;1157136567
81;CCMCheckinDefault;0;0;0;38;7;0;3;63.2;1;1;3;1;2;1.14;1;2;0;1;0;0;0;0;0;0;1;0;0;1;4;0;0;1;9;1;1;4;30.8;0;0;2;2;10;3.7;0;0;3;2;1;20;1157136567
82;CCMCheckout;0;0;0;35;5;0;2;68.6;1;1;2;1;2;1;1;1;0;0;0;0;0;0;0;0;1;0;0;1;3;0;0;1;7;1;1;2;22.2;0;0;1;1;5;2.4;0;0;2;2;1;15;1157136567
83;CCMCreateTask;0;0;0;334;112;9.8;82;42.5;1;20;3.4;6;4;1.79;1.55;90;33;11;0;3;2;0;0;2;20;0;0;7;52;154;0;19;143;23;23;60;29.6;0;0;20;19;115;2.7;0;1;66;8;8;37;1157136567
84;CCMkattr;0;0;0;425;110;19.1;71;55.1;1;21;3.29;10;4;1.85;2.05;84;20;8;0;6;0;0;0;0;22;0;0;8;46;189;0;16;151;29;29;138;47.8;0;217;10;10;95;2.1;0;0;66;2;7;6;1157136567
85;CCMkbl;0;0;0;365;88;14.8;53;57.3;1;18;2.78;9;4;1.72;1.78;70;18;9;0;6;0;0;0;0;19;0;0;7;40;129;0;16;118;16;16;119;50.2;0;64;10;10;85;2.4;0;0;47;2;4;10;1157136567
86;CCMkdir;0;0;0;237;59;16.9;45;58.2;1;10;3.6;6;4;1.78;2.1;48;15;6;0;3;0;0;0;0;11;0;0;7;33;37;0;8;79;14;14;79;50;0;68;7;7;80;3.4;0;0;34;2;4;6;1157136567
87;CCMkelem;0;0;0;424;105;16.2;68;58.5;1;21;2.9;13;4;1.77;1.9;92;21;11;5;7;0;0;0;0;22;0;0;7;45;183;0;18;143;24;24;143;50;0;106;13;13;127;3;0;0;59;2;5;10;1157136567
88;CCMklabel;0;0;0;402;100;17;66;55.7;1;20;3.05;9;4;1.82;1.9;81;19;8;0;8;0;0;0;0;21;0;0;7;45;168;0;16;137;24;24;131;48.9;0;213;10;10;105;2.6;0;0;59;2;6;15;1157136567
89;CCMklbtype;0;0;0;440;107;15;57;57;1;23;2.65;11;4;1.73;1.74;83;16;10;0;9;0;0;0;0;24;0;0;7;43;222;0;20;145;21;21;146;50.2;0;0;11;11;75;1.7;0;0;58;2;5;13;1157136567
90;CCMReconfigure;0;0;0;159;44;9.1;26;44;1;9;2.67;4;3;1.57;1.44;28;8;3;0;1;0;0;0;0;9;0;0;6;25;18;0;8;58;8;8;28;32.6;0;0;7;7;45;2.6;0;0;24;3;3;30;1157136567
91;CCRmtype;0;0;0;373;93;14;53;57.6;1;19;2.89;7;4;1.74;1.74;71;14;8;0;6;0;0;0;0;20;0;0;7;39;148;0;16;125;20;20;125;50;0;0;9;9;65;1.7;0;0;53;2;5;13;1157136567
92;CCUnCheckout;0;0;0;141;34;14.7;29;56.7;1;4;5.25;5;3;1.62;2.5;29;11;2;0;3;0;0;0;0;5;0;0;7;27;4;0;4;44;8;8;45;50.6;0;0;4;4;30;2.3;0;0;20;2;2;27;1157136567
93;CCUnlock;0;0;0;260;63;17.5;48;57.3;1;12;3.42;5;3;1.78;2.08;38;13;3;0;2;2;0;0;2;13;0;0;7;37;66;0;9;86;24;24;85;49.7;0;44;7;7;55;2.1;0;0;38;5;8;11;1157136567
94;CCUpdate;0;0;0;331;83;16.9;51;58;1;15;3.27;10;5;1.9;2;71;19;7;0;7;0;0;0;0;16;0;0;7;38;84;0;14;109;15;15;113;50.9;0;0;9;9;55;1.7;0;0;44;2;3;29;1157136567
95;ChainableReader;0;0;0;37;4;0;0;81.1;1;1;0;0;1;0.25;0;2;0;0;0;0;0;0;0;0;1;1;0;0;1;0;23;1;5;0;0;6;54.5;0;0;2;2;7;4.7;0;0;0;2;1;15;1157136567
96;ChainedMapper;0;0;0;60;22;18.2;20;40;1;1;15;5;6;2.32;5;23;10;1;0;3;0;0;0;0;2;0;0;2;15;1;0;2;29;6;6;5;14.7;0;0;4;4;32;3.7;0;0;15;2;1;5;1163371140
97;ChainReaderHelper;0;0;0;237;103;21.4;39;31.2;1;8;8.88;22;9+;3.72;3.88;73;26;0;5;9;0;0;0;0;9;1;0;11;39;10;6;8;143;37;37;30;17.3;0;0;11;11;168;3.9;0;0;67;9;6;43;1162767827
98;ChangeLogParser;0;0;0;266;117;22.2;55;35.3;1;10;8;7;4;2.18;2.9;58;9;7;0;3;2;0;0;2;12;1;0;1;41;0;3;3;146;30;30;45;23.6;0;0;8;6;50;1.1;2;0;73;3;10;35;1190220821
99;ChangeLogTask;0;0;0;421;144;15.3;93;38.2;1;14;7.36;9;6;2.37;2.79;55;28;2;0;2;4;0;1;4;15;0;0;13;87;69;0;10;196;39;39;97;33.1;0;0;8;8;140;2.4;0;0;100;5;9;40;1190220821
100;ChangeLogWriter;0;0;0;115;48;8.3;39;32.2;1;2;14.5;3;4;1.9;3;20;7;4;0;0;2;0;0;2;4;1;0;5;33;0;1;2;64;7;7;11;14.7;0;0;3;1;5;0.3;2;0;31;2;2;21;1157136567
101;Checksum;2;0;2;692;304;20.1;163;33.5;3;8.33;8.76;38;8;2.4;4;226;36;27;7;34;4;1;1;4;24;0;0;12;103;176;1;18;415;113;37.7;119;22.3;1;0;19;19;262;2.1;0;0;201;12;17;71;1190027628
102;ChecksumAlgorithm;0;0;0;149;47;14.9;24;44.3;1;5;5.8;5;4;1.81;2.6;29;5;0;0;3;1;1;0;1;6;1;0;2;25;0;1;6;58;13;13;34;37;0;0;4;4;40;2.3;0;0;27;5;4;4;1165207910
103;Chgrp;0;0;0;84;15;6.7;9;60.7;1;4;1.75;2;3;1.33;1.25;10;1;0;0;0;0;0;0;0;4;0;0;4;16;0;0;3;24;7;7;17;41.5;0;0;1;1;5;0.7;0;0;7;4;4;10;1157136567
104;Chmod;3;0;3;259;81;7.4;58;47.9;1;18;2.78;7;5;1.8;1.56;38;7;2;0;0;0;0;0;0;18;0;0;11;60;39;0;16;112;34;34;62;35.6;0;0;2;2;5;0.1;0;0;47;17;18;74;1163873635
105;Chown;0;0;0;84;15;6.7;9;60.7;1;4;1.75;2;3;1.33;1.25;10;1;0;0;0;0;0;0;0;4;0;0;4;16;0;0;3;24;7;7;17;41.5;0;0;1;1;5;0.7;0;0;7;4;4;11;1157136567
106;ClassConstants;0;0;0;164;55;25.5;19;45.1;1;4;10.5;17;7;3.24;5;39;7;3;4;4;0;0;0;0;4;0;0;3;20;0;1;4;79;25;25;41;34.2;0;28;8;8;94;4;0;0;36;5;4;23;1188826513
107;ClassCPInfo;0;0;0;93;18;0;5;61.3;1;5;1.4;1;2;1.17;1;6;1;0;0;0;0;0;0;0;5;0;0;3;14;0;6;5;24;4;4;19;44.2;0;0;1;1;5;0.7;0;0;7;5;4;17;1157136567
108;ClassFile;0;0;0;119;37;10.8;23;45.4;1;3;7.33;5;5;1.62;2.67;27;12;0;0;0;0;0;0;0;4;1;0;4;20;0;4;4;49;9;9;23;31.9;0;0;4;4;65;4.4;0;0;22;4;3;44;1157136567
109;ClassFileIterator;0;0;0;33;3;0;0;78.8;1;1;0;0;1;0.33;0;1;0;0;0;0;0;0;0;0;1;1;0;1;1;0;2;1;4;0;0;3;42.9;0;0;2;2;7;5.8;0;0;0;2;1;18;1157136567
110;ClassfileSet;0;0;0;163;47;8.5;32;51.5;2;4.5;2.89;5;5;1.83;1.44;48;13;2;0;0;1;0;1;1;7;0;0;7;30;0;0;6;65;13;6.5;30;31.6;0;0;8;8;125;6.4;0;0;26;7;7;26;1190635483
