;Class;findbugsScary;findbugsBadPractice;findbugsStyle;findbugsAll;pmdPriority;pmdCodeSize;pmdDesign;pmdCoupling;pmdAll;WMC;DIT;NOC;CBO;RFC;LCOM;Ca;NPM;Lines;Statements;X..Branches;Calls;X..Comments;Classes;Methods.Class;Avg.Stmts.Method;Max.Complexity;Max.Depth;Avg.Depth;Avg.Complexity;ID;ncloc;complexity;class_complexity;comment_lines;comment_lines_density;public_undocumented_api;duplicated_lines;violations;code_smells;sqale_index;sqale_debt_ratio;bugs;vulnerabilities;statements;public_api;functions;Commits;CreationTime;Source;Target;Total
539;PreferencesDialog;0;0;0;0;3;4;3;10;85;13;6;0;37;104;18;4;2;300;161;0;201;11.7;1;1;117;0;2;1.5;0;281;223;23;7.7;16;6.7;2;0;6;6;283;4.2;0;0;129;3;7;39;1438252412;0;0;0
540;PreferencesMigrations;0;0;0;0;1;0;1;29;38;4;1;0;2;19;6;1;4;108;69;15.9;54;14.8;1;3;20;7;4;2.49;4.67;671;79;14;14;10;11.2;1;0;2;2;35;1.5;0;0;59;4;3;13;1440509318;0;0;0
541;PrefsTab;0;0;0;0;0;0;0;0;2;4;1;0;0;4;6;18;4;57;6;0;0;78.9;1;4;0;0;1;0.67;0;282;7;0;0;17;70.8;0;0;1;1;5;2.4;0;0;0;4;4;17;1364106558;0;0;0
542;PreventDraggingJTableHeader;0;1;0;1;5;0;0;9;36;6;5;0;2;27;9;1;4;112;39;12.8;28;36.6;1;6;4;4;4;1.67;2.17;245;54;15;15;16;22.9;0;0;1;1;5;0.3;0;0;25;0;6;31;1364106558;0;0;0
543;PreviewEntryFetcher;0;0;0;0;0;0;0;0;3;4;1;0;4;4;6;3;4;31;10;0;0;35.5;1;4;0;0;1;0.4;0;377;12;0;0;4;25;2;0;1;1;5;1.4;0;0;0;4;4;13;1364106558;0;2;2
544;PreviewPanel;0;5;1;7;2;0;1;62;152;29;5;0;30;107;314;17;10;388;197;3.6;148;17;5;5;4.48;4;5;1.64;1.52;127;250;30;7.5;34;12;3;0;10;5;263;3.5;5;0;113;7;20;113;1080926576;0;6;6
545;PreviewPanelTransferHandler;0;0;0;0;0;0;0;6;22;7;0;0;7;24;19;1;5;79;32;9.4;14;32.9;1;3;4;4;4;1.19;2;187;40;7;7;9;18.4;2;0;1;1;5;0.4;0;0;10;2;3;14;1364106558;0;0;0
546;PreviewPrefsTab;0;1;0;2;0;0;0;21;76;11;5;0;11;49;9;1;5;252;166;1.2;129;6.3;1;10;13.1;3;5;2.2;1.44;283;209;10;10;1;0.5;0;0;5;5;52;0.8;0;0;124;0;6;81;1095101960;0;0;0
547;Printed;0;0;0;1;0;0;1;0;14;6;0;0;5;16;15;7;5;66;24;4.2;12;24.2;1;6;1.67;2;3;1.17;1.17;708;37;7;7;1;2.6;2;0;2;2;7;0.6;0;0;10;2;6;19;1414442047;9;0;9
548;Priority;0;0;0;1;0;0;1;0;15;5;0;0;5;12;8;8;4;71;30;3.3;24;22.5;1;5;3.2;2;3;1.33;1.2;709;43;6;6;1;2.3;2;0;2;2;7;0.5;0;0;16;2;5;26;1364106558;23;0;23
549;ProtectTermsFormatter;0;0;0;0;2;0;0;1;17;7;1;0;4;21;21;10;6;69;26;3.8;9;24.6;1;7;1.86;2;3;1.31;1.14;472;41;9;9;2;4.7;1;19;3;3;30;2.4;0;0;14;1;6;4;1459521143;0;2;2
550;Protocol;0;0;0;1;2;0;0;2;25;5;1;0;2;21;0;2;4;70;41;12.2;15;8.6;1;4;5.75;4;4;1.51;2.5;624;51;10;10;4;7.3;4;0;4;4;35;2.3;0;0;19;5;4;9;1438214712;0;0;0
551;ProxyAuthenticator;0;0;0;1;3;0;0;3;16;2;2;0;0;17;1;1;1;37;14;14.3;13;40.5;1;1;9;4;4;1.93;4;603;19;5;5;0;0;1;0;1;1;5;0.9;0;0;9;1;1;4;1455366690;0;0;0
552;ProxyPreferences;0;0;0;0;0;12;0;0;62;11;1;0;1;21;13;3;11;127;83;24.1;26;0;1;11;5.64;21;5;2.39;2.82;604;112;41;41;0;0;6;0;1;1;5;0.1;0;0;62;6;7;4;1454367796;27;0;27
553;ProxyRegisterer;0;0;0;0;0;0;1;0;5;2;1;0;1;11;1;2;2;23;12;25;12;17.4;1;1;9;4;4;2.33;4;605;16;3;3;4;20;2;0;2;2;35;7.3;0;0;8;2;1;3;1454367796;0;0;0
554;PurifyFunction;0;0;0;0;0;0;0;4;16;2;1;0;6;10;0;1;2;59;18;11.1;8;42.4;1;2;5;3;3;1.5;2;8;24;6;6;6;20;1;0;2;2;25;3.5;0;0;10;2;2;11;1364106558;0;0;0
555;PushToApplication;0;0;0;0;0;0;0;0;14;9;1;0;3;9;36;12;9;81;18;0;0;59.3;1;9;0;0;1;0.5;0;83;19;0;0;18;48.6;4;0;1;1;5;0.9;0;0;0;10;9;21;1364106558;0;0;0
556;PushToApplicationAction;0;1;0;1;6;0;0;10;41;5;2;0;10;35;0;1;3;111;53;17;35;22.5;1;4;8;7;5;1.77;3.75;84;72;17;17;8;10;0;0;1;1;5;0.2;0;0;34;0;4;47;1364106558;0;0;0
557;PushToApplicationButton;0;0;0;0;4;0;0;49;157;18;1;0;18;101;81;5;5;327;148;0;164;14.4;2;1;49.5;1;3;1.56;1;85;228;30;6;22;8.8;5;0;3;3;20;0.3;0;0;111;6;17;62;1364106558;0;0;0
558;PushToApplications;0;0;0;0;0;0;1;0;4;3;1;0;7;13;1;2;2;43;14;0;16;41.9;1;0;0;0;2;1.36;0;86;19;0;0;1;5;1;0;2;2;35;6.1;0;0;9;1;0;8;1444415608;0;0;0
559;PushToEmacs;0;0;1;1;3;6;0;27;64;12;0;0;17;61;42;1;7;187;99;11.1;68;14.4;1;11;5.91;10;7;2.13;2.5;87;135;21;21;10;6.9;0;47;7;7;101;2.5;0;0;59;1;9;61;1364106558;0;0;0
560;PushToLatexEditor;0;0;1;1;0;0;0;1;9;6;0;0;4;13;15;1;3;53;15;0;3;34;1;5;1;1;2;1;1;88;26;5;5;1;3.7;0;0;1;1;5;0.6;0;0;5;1;5;40;1364106558;0;0;0
561;PushToLyx;0;0;1;2;1;0;0;9;28;9;0;0;13;39;26;1;5;130;70;11.4;32;13.1;2;3.5;6;9;4;1.72;2.71;89;93;18;18;2;2.1;1;0;2;2;16;0.6;0;0;38;1;6;45;1103714313;0;0;0
562;PushToTexmaker;0;0;1;1;0;0;0;0;7;5;0;0;3;12;10;1;3;49;13;0;3;38.8;1;4;1;1;2;0.92;1;91;22;4;4;1;4.3;0;0;1;1;5;0.8;0;0;4;1;4;9;1444222955;0;0;0
563;PushToTeXstudio;0;0;1;1;0;0;0;0;8;5;0;0;3;9;10;1;3;48;13;0;4;39.6;1;4;1;1;2;0.92;1;90;22;4;4;2;8.3;0;0;1;1;5;0.8;0;0;4;1;4;31;1364106558;0;0;0
564;PushToVim;0;0;1;1;2;0;0;12;40;11;0;0;16;51;31;1;7;157;77;11.7;45;12.7;1;10;4.7;8;7;2.05;2.44;92;113;18;18;3;2.6;0;48;5;5;85;2.5;0;0;42;1;8;53;1364106558;0;0;0
565;PushToWinEdt;0;0;1;1;0;0;0;0;8;5;0;0;3;12;10;1;3;45;13;0;4;33.3;1;4;1;1;2;0.92;1;93;23;4;4;0;0;1;0;1;1;5;0.7;0;0;4;1;4;43;1364106558;0;0;0
566;Quality;0;0;0;1;0;0;1;1;16;6;0;0;5;13;15;7;5;67;24;4.2;10;23.9;1;6;1.67;2;3;1.17;1.17;710;38;7;7;1;2.6;2;0;2;2;7;0.6;0;0;10;2;6;22;1364106558;10;0;10
567;QuotedStringTokenizer;0;0;0;0;0;0;0;4;26;4;1;0;0;11;0;3;3;84;36;19.4;14;40.5;1;4;6.25;8;5;2.31;3.25;661;45;13;13;15;25;2;0;1;1;5;0.4;0;0;23;4;4;19;1364106558;0;0;0
568;Rank;0;0;0;1;1;0;1;1;15;5;0;0;5;13;10;7;4;64;22;0;34;26.6;1;1;13;0;2;1.27;0;711;37;6;6;2;5.1;2;0;3;3;12;1.1;0;0;14;2;5;22;1364106558;28;0;28
569;RankingFieldComparator;0;1;0;1;0;0;0;1;15;3;1;0;1;6;3;1;3;57;22;36.4;3;40.4;1;1;16;9;5;2.5;9;316;29;10;10;5;14.7;0;0;1;1;5;0.6;0;0;12;1;1;14;1364106558;0;0;0
570;ReadStatus;0;0;0;1;0;0;1;0;15;5;0;0;5;12;8;8;4;71;28;3.6;19;22.5;1;5;2.8;2;3;1.29;1.2;712;43;6;6;1;2.3;2;0;2;2;7;0.5;0;0;14;2;5;24;1414442047;18;0;18
571;RegexBasedSearchRule;0;0;0;1;2;0;1;5;29;5;1;0;3;18;0;3;4;81;36;16.7;11;22.2;1;4;5.75;6;5;1.92;3;638;49;14;14;1;2;1;0;3;3;25;1.7;0;0;22;2;3;16;1438262128;0;0;0
572;RegExpFileSearch;0;0;0;0;21;12;5;30;159;10;1;0;7;73;39;3;4;355;137;24.1;93;34.4;1;5;19.8;20;7;2.33;7.8;76;187;46;46;78;29.4;0;0;14;14;183;3.3;0;0;116;4;7;38;1364106558;0;0;0
573;RelativePathsCleanup;0;0;0;0;5;0;0;9;33;2;1;0;7;25;0;1;2;70;37;13.5;20;18.6;1;2;10;6;4;1.59;3.5;448;46;8;8;0;0;2;18;2;2;25;1.8;0;0;20;2;2;13;1450622804;0;0;0
574;Relevance;0;0;0;1;0;0;1;0;14;6;0;0;5;16;15;7;5;66;24;4.2;12;25.8;1;6;1.67;2;3;1.17;1.17;713;37;7;7;2;5.1;2;0;2;2;7;0.6;0;0;10;2;6;21;1364106558;9;0;9
575;RemoteListenerClient;0;0;1;1;0;0;1;1;18;3;1;0;4;24;1;2;2;50;28;7.1;14;12;2;0.5;17;3;5;2.28;3;619;34;6;6;3;8.1;1;0;3;3;45;4.4;0;0;15;2;1;12;1438214712;0;0;0
576;RemoteListenerServer;0;0;0;0;0;0;0;1;22;4;1;0;4;21;0;1;3;80;39;12.8;15;20;1;4;5.25;5;5;2.21;2.67;621;50;9;9;1;2;3;0;4;4;35;2.3;0;0;18;3;3;10;1438214712;0;0;0
577;RemoteListenerServerLifecycle;0;0;0;0;4;0;0;1;24;9;1;0;5;16;14;4;8;77;37;13.5;13;16.9;1;7;3;4;3;1.59;2;622;50;15;15;9;15.3;5;0;2;2;15;1;0;0;19;7;7;9;1438214712;3;0;3
578;RemoteListenerServerThread;0;0;0;0;0;0;0;1;16;4;2;0;4;17;0;1;3;50;16;0;8;36;1;3;2;1;2;1.06;1;623;22;3;3;1;4.3;1;0;1;1;5;0.8;0;0;6;2;3;5;1438214712;0;0;0
579;RemotePreferences;0;0;0;0;0;0;0;0;15;6;1;0;1;11;0;2;6;40;18;0;5;7.5;1;6;1;1;2;1.17;1;617;25;6;6;1;3.8;6;0;1;1;5;0.7;0;0;6;7;6;4;1438214712;7;3;10
580;RemoteUtil;0;0;0;0;0;0;1;0;4;2;1;0;0;3;1;2;2;8;4;0;0;0;1;1;1;2;2;0.75;2;618;6;2;2;0;0;2;0;2;2;35;19.4;0;0;1;2;1;7;1438214712;0;0;0
581;RemoveBracesFormatter;0;0;0;0;6;0;0;6;27;7;1;0;2;13;21;4;6;76;34;20.6;12;17.1;1;6;3.83;6;4;2.03;2.5;466;52;16;16;8;13.3;0;0;1;1;5;0.3;0;0;22;1;6;5;1456088365;0;0;0
582;RemoveBrackets;0;0;0;0;3;0;0;0;8;2;1;0;1;8;1;5;2;24;9;22.2;5;29.2;1;1;5;4;4;1.56;4;574;14;4;4;4;22.2;0;0;1;1;5;1.2;0;0;6;1;1;16;1364106558;0;0;0
583;RemoveBracketsAddComma;0;0;0;0;1;0;0;0;8;2;1;0;1;8;1;2;2;22;11;27.3;6;13.6;1;1;7;4;4;1.91;4;575;16;4;4;1;5.9;0;0;1;1;5;1;0;0;8;1;1;16;1364106558;0;0;0
584;RemoveFromGroupAction;0;1;0;1;0;0;0;6;24;5;2;0;11;23;0;2;5;68;30;6.7;21;26.5;1;5;3;3;3;1.3;1.4;203;39;7;7;3;7.1;3;0;1;1;5;0.4;0;0;15;3;3;29;1364106558;0;0;0
585;RemoveLatexCommands;0;0;0;0;26;10;1;12;63;2;1;0;1;14;1;4;2;82;45;33.3;20;22;1;1;40;23;6;3.36;23;576;57;19;19;3;5;1;14;6;6;69;4;0;0;36;1;1;21;1364106558;3;0;3
586;RemoveTilde;0;0;0;0;2;0;0;0;9;2;1;0;1;8;1;2;2;31;15;26.7;7;19.4;1;1;11;6;5;2.47;6;577;21;5;5;3;12.5;0;0;2;2;15;2.4;0;0;10;1;1;16;1364106558;0;0;0
587;RemoveWhitespace;0;0;0;0;1;0;0;0;9;2;1;0;1;10;1;4;2;66;11;27.3;7;62.1;1;1;7;5;4;1.73;5;578;17;6;6;18;51.4;0;0;1;1;5;1;0;0;8;1;1;12;1364106558;0;0;0
588;RenamePdfCleanup;0;0;0;0;8;6;0;32;95;3;1;0;9;44;0;2;3;134;65;16.9;57;20.1;1;3;14.33;16;5;2.2;6;449;87;17;17;14;13.9;2;0;4;4;61;2.3;0;0;44;2;2;23;1450622804;0;0;0
589;RepecNepImporter;0;0;0;0;26;19;2;28;162;16;0;0;6;61;40;3;7;463;171;19.3;156;43;1;15;8.67;22;6;2.71;4.86;400;226;69;69;141;38.4;0;0;9;7;87;1.3;2;0;123;1;14;56;1364106558;0;0;0
590;Replace;0;0;0;0;2;0;0;0;19;3;0;0;1;6;1;2;3;74;15;13.3;2;62.2;1;2;4;3;3;1.47;2.5;579;22;7;7;22;50;0;0;3;3;5;0.8;0;0;8;1;2;15;1364106558;0;0;0
591;ReplaceStringDialog;0;0;0;0;7;0;4;7;86;7;6;0;10;65;9;2;4;243;168;5.4;109;11.9;2;3.5;17.86;7;5;1.75;2.29;128;190;17;17;10;5;2;0;2;2;245;4.3;0;0;125;3;6;46;1364106558;0;0;0
592;ResolveDuplicateLabelDialog;0;0;0;0;4;0;0;0;49;9;1;0;15;59;8;2;5;159;79;0;70;17.6;2;0.5;47;0;3;1.44;0;234;107;4;4;7;6.1;1;0;1;1;5;0.2;0;0;50;1;2;36;1364106558;0;0;0
593;RightClickMenu;0;0;0;0;2;10;5;19;104;14;5;0;35;88;47;8;5;316;144;0.7;233;10.1;4;0.75;33.33;0;7;3.07;0;249;237;41;20.5;13;5.2;2;0;11;10;185;2.6;0;1;116;3;12;137;1067883004;0;0;0
594;RisAuthors;0;0;0;0;0;0;0;1;15;3;1;0;3;9;0;1;3;49;20;15;8;30.6;1;2;6;4;4;1.7;2.5;580;28;5;5;0;0;1;0;1;1;5;0.6;0;0;12;1;1;15;1364106558;2;0;2
595;RisImporter;0;0;0;0;19;17;1;80;187;7;0;0;7;55;19;4;6;278;181;37.6;141;10.8;1;5;32;87;9+;4.67;18.6;401;228;83;83;13;5.4;0;20;10;10;178;2.6;0;0;152;1;5;76;1364106558;2;0;2
596;RisKeywords;0;0;0;0;3;0;0;2;17;2;1;0;3;11;1;2;2;43;18;16.7;7;34.9;1;1;12;4;4;1.78;4;581;24;5;5;0;0;1;0;1;1;5;0.7;0;0;13;1;1;16;1364106558;2;0;2
597;RisMonth;0;0;0;1;0;0;1;1;11;2;1;0;3;6;1;2;2;37;12;25;3;40.5;1;1;7;4;3;1.5;4;582;17;6;6;0;0;1;0;1;1;5;1;0;0;6;1;1;15;1364106558;0;0;0
598;RtfCharMap;0;1;0;1;0;2;0;0;5;1;3;0;0;3;0;1;1;256;226;0;222;79.3;1;1;222;1;2;1.97;1;662;228;1;1;203;47.1;2;0;2;2;10;0.1;0;0;222;2;1;8;1455366690;0;0;0
599;RTFChars;0;0;0;0;35;14;1;5;101;4;1;0;5;30;4;2;2;217;113;34.5;68;24;1;2;50.5;45;7;4.18;26.5;573;143;45;45;27;15.9;0;17;16;16;298;6.9;0;0;93;1;2;43;1105657490;3;0;3
600;RtfSelection;0;0;0;1;0;0;0;0;21;5;1;0;2;13;0;1;4;69;31;9.7;10;21.7;1;4;3.5;3;3;1.35;2;57;43;10;10;0;0;0;0;1;1;5;0.4;0;0;13;0;3;14;1364106558;0;0;0
601;SaveAllAction;0;0;0;0;0;0;0;3;14;3;0;0;12;18;0;1;3;76;35;8.6;22;27.6;1;3;5.33;4;5;1.34;2;58;44;6;6;3;6.4;0;0;2;2;5;0.4;0;0;16;2;3;31;1364106558;0;0;0
602;SaveDatabaseAction;0;0;0;0;3;12;2;89;177;15;0;0;36;122;0;2;9;426;218;20.6;201;21.4;1;15;11.53;17;8;2.72;5.36;59;295;60;60;59;16.7;2;16;14;14;137;1.5;0;0;155;5;9;89;1187903892;0;0;0
603;SaveException;0;1;0;1;0;0;0;0;28;10;3;0;2;13;0;11;9;85;38;5.3;10;22.4;1;9;2.22;3;3;1.47;1.22;60;53;10;10;2;3.6;6;0;3;3;35;2.2;0;0;19;7;7;23;1364106558;0;0;0
604;SaveOrderConfig;0;0;0;0;2;0;1;39;115;14;1;0;2;42;0;8;13;219;130;11.5;90;4.6;2;10;4.9;10;4;2.02;1.9;451;171;40;20;6;3.4;17;0;7;7;50;1;0;0;93;19;20;25;1438215462;40;5;45
605;SaveOrderConfigDisplay;0;0;0;1;0;0;0;37;66;7;1;0;7;36;7;3;5;126;79;0;69;11.9;1;7;7;1;2;1.42;1;129;88;6;6;0;0;5;0;2;2;13;0.5;0;0;49;5;6;6;1452519945;0;0;0
606;SavePreferences;0;0;1;1;3;0;0;2;67;16;1;0;4;23;16;10;16;122;71;4.2;18;0;2;8;2.56;4;4;1.58;1.19;61;101;12;6;0;0;12;0;1;1;5;0.2;0;0;40;12;10;7;1452432428;20;0;20
607;SaveSession;0;0;0;0;1;10;4;0;71;12;1;0;9;42;22;9;9;202;95;15.8;36;27.2;2;5.5;5.09;12;7;1.89;2.45;62;123;28;28;31;20.1;4;0;7;7;71;1.9;0;0;51;5;6;50;1364106558;5;0;5
608;ScienceDirect;0;0;0;0;3;0;3;19;44;4;1;0;19;40;0;2;2;103;54;13;34;22.3;1;2;14.5;5;6;1.91;4.5;488;68;11;11;5;6.8;0;0;3;3;25;1.2;0;0;27;1;2;16;1459518708;0;0;0
609;ScienceDirectFetcher;0;0;1;1;5;0;0;13;50;9;1;0;10;42;30;0;6;154;74;12.2;30;18.2;1;7;5.86;6;4;1.72;2.43;378;103;20;20;6;5.5;0;0;3;3;20;0.6;0;0;41;1;7;41;1364106558;3;0;3
610;SearchBar;0;3;0;3;3;2;0;25;104;27;5;0;35;133;235;6;4;382;219;6.8;200;13.6;2;11;6.73;5;5;1.69;1.82;294;260;37;37;19;6.8;0;0;1;1;5;0.1;0;0;148;4;16;56;1442051540;0;0;0
611;SearchDescriber;0;0;0;0;0;0;0;0;2;1;1;0;0;1;0;4;1;8;3;0;0;0;1;1;0;0;1;0.33;0;644;5;0;0;0;0;2;0;1;1;5;3.3;0;0;0;2;1;6;1455726212;0;0;0
612;SearchDescribers;0;0;0;0;0;0;1;5;18;2;1;0;8;15;1;1;2;35;18;22.2;9;20;1;1;11;5;3;1.67;5;645;21;8;8;4;16;1;0;2;2;35;5.6;0;0;10;2;1;7;1455726212;0;0;0
613;SearchFixDuplicateLabels;0;0;1;1;5;0;0;11;47;4;0;0;12;44;0;1;4;122;59;22;53;23.8;1;4;9.5;8;6;2.42;4.5;235;79;16;16;12;13.2;1;0;3;3;25;1.1;0;0;40;2;4;44;1364106558;0;0;0
614;SearchForUpdateAction;0;0;0;0;0;0;0;0;6;2;2;0;2;5;1;1;2;35;10;0;3;42.9;1;2;1;1;2;0.6;1;156;14;2;2;0;0;2;0;1;1;5;1.2;0;0;2;2;2;1;1467115803;0;0;0
615;SearchGroup;0;0;0;0;3;0;0;11;67;20;0;0;11;56;158;6;18;206;86;14;87;18.4;1;16;3.25;6;4;1.72;1.75;500;139;34;34;13;8.6;3;12;6;5;36;0.9;0;1;49;6;18;75;1364106558;5;0;5
616;SearchMatcher;0;0;0;0;0;0;0;0;7;1;1;0;1;1;0;12;1;34;7;0;2;55.9;1;1;1;1;2;0.57;1;299;10;1;1;2;16.7;0;0;1;1;5;1.7;0;0;1;1;1;23;1364106558;0;0;0
617;SearchMatcher;0;0;0;0;0;0;0;0;7;1;1;0;1;1;0;12;1;34;7;0;2;55.9;1;1;1;1;2;0.57;1;299;10;1;1;2;16.7;0;0;1;1;5;1.7;0;0;1;1;1;23;1364106558;0;0;0
618;SearchMatcher;0;0;0;0;0;0;0;0;7;1;1;0;1;1;0;12;1;34;7;0;2;55.9;1;1;1;1;2;0.57;1;299;10;1;1;2;16.7;0;0;1;1;5;1.7;0;0;1;1;1;23;1364106558;0;0;0
619;SearchMatcher;0;0;0;0;0;0;0;0;7;1;1;0;1;1;0;12;1;34;7;0;2;55.9;1;1;1;1;2;0.57;1;299;10;1;1;2;16.7;0;0;1;1;5;1.7;0;0;1;1;1;23;1364106558;0;0;0
620;SearchMode;0;0;0;0;0;0;0;0;6;6;2;0;1;10;9;2;4;31;13;0;6;9.7;1;3;1.33;1;2;1.08;1;295;21;1;1;1;4.5;0;0;1;1;5;0.8;0;0;4;1;1;8;1442051540;0;0;0
621;SearchQuery;0;0;0;0;0;0;1;0;26;18;1;0;9;27;143;12;11;118;68;11.8;37;0;1;18;1.89;3;3;1.46;1.44;628;96;26;26;0;0;6;0;1;1;5;0.2;0;0;30;6;14;15;1447759480;0;0;0
622;SearchQueryHighlightListener;0;0;0;0;0;0;0;0;1;1;1;0;0;1;0;7;1;37;5;0;0;73;1;1;0;0;1;0.2;0;629;7;0;0;5;41.7;0;0;1;1;5;2.4;0;0;0;2;1;3;1450787031;0;0;0
623;SearchQueryHighlightObservable;0;0;0;0;4;0;0;1;33;9;1;0;3;38;2;7;7;116;50;20;40;24.1;1;6;3.67;4;3;1.64;2;630;67;22;22;16;19.3;4;0;1;1;5;0.2;0;0;31;7;8;9;1450787031;0;0;0
624;SearchResultsDialog;0;0;0;0;11;8;1;73;233;22;1;0;38;95;161;8;4;512;227;0;253;15.8;3;1;47;1;5;2.79;1;296;374;74;18.5;46;11;2;13;11;11;92;0.8;0;0;165;6;18;94;1364106558;0;0;0
625;SearchRule;0;0;0;0;0;0;0;0;4;2;1;0;1;2;1;6;2;36;5;0;0;72.2;1;2;0;0;1;0.4;0;639;6;0;0;0;0;3;0;1;1;5;2.8;0;0;0;3;2;22;1364106558;0;0;0
626;SearchRules;0;0;0;0;0;0;1;0;10;3;1;0;4;8;3;1;2;27;13;30.8;5;18.5;1;2;4.5;3;3;1.85;3;640;18;8;8;3;14.3;1;0;2;2;35;6.5;0;0;7;2;2;6;1455726212;0;0;0
627;SearchWorker;0;0;0;0;3;0;0;21;48;7;2;0;13;46;9;1;0;103;59;22;46;8.7;1;4;8.75;9;4;1.69;3.5;297;73;15;15;7;8.8;0;0;1;1;5;0.2;0;0;33;0;4;27;1442051540;0;0;0
628;SendAsEMailAction;0;0;0;0;7;12;0;26;75;4;0;0;14;42;0;1;3;145;76;13.2;47;19.3;1;3;16.33;11;5;1.81;4.33;324;95;19;19;9;8.7;1;0;3;3;30;1.1;0;0;49;2;3;60;1313142467;0;0;0
629;SentenceAnalyzer;0;0;0;0;5;4;0;10;31;2;1;0;0;11;0;4;2;57;33;27.3;16;12.3;1;2;12;13;6;2.85;7;641;42;12;12;7;14.3;3;0;4;4;36;2.9;0;0;23;3;2;9;1455726212;0;0;0
630;SentenceCaseFormatter;0;0;0;0;0;0;0;4;13;6;1;0;5;17;15;4;6;41;16;0;9;7.3;1;5;1.4;1;2;1.19;1;473;28;5;5;1;3.4;1;0;1;1;5;0.6;0;0;7;1;5;3;1459521143;0;0;0
631;SidePane;0;0;0;0;1;0;0;2;26;5;5;0;1;26;2;2;5;108;49;4.1;23;25.9;1;5;5.6;3;3;1.49;1.4;130;61;6;6;9;12.9;2;0;3;3;12;0.7;0;0;29;3;4;35;1364106558;0;0;0
632;SidePaneComponent;0;0;0;0;0;0;2;0;27;13;0;4;10;40;64;11;7;118;47;0;52;22.9;1;1;31;0;2;1.4;0;131;66;9;9;6;8.3;4;0;1;1;5;0.3;0;0;33;7;10;46;1364106558;0;0;0
633;SidePaneManager;0;0;0;1;5;2;16;28;142;25;1;0;12;86;120;12;15;280;148;17.6;103;12.5;2;11;4.64;7;5;2.11;2.18;132;196;44;22;13;6.2;14;0;1;1;5;0.1;0;0;98;15;21;65;1364106558;0;0;0
634;SilverPlatterImporter;0;0;0;1;12;17;1;85;171;7;0;0;4;40;19;4;6;205;121;28.1;107;14.6;1;5;20.4;33;8;4.02;8.2;402;157;40;40;13;7.6;0;39;9;9;143;3;0;0;102;1;5;51;1364106558;0;0;0
635;SimpleUrlDragDrop;0;0;0;0;1;0;0;1;26;7;1;0;5;20;17;1;6;128;46;6.5;15;39.1;1;6;3;4;3;1.15;1.5;179;62;9;9;18;22.5;0;34;2;2;25;1.3;0;0;15;0;6;20;1102022950;0;0;0
636;SortTabsAction;0;0;0;1;2;0;2;2;25;4;0;0;4;23;4;1;4;61;24;8.3;16;32.8;1;3;3.33;3;3;1.08;1.67;157;32;5;5;3;8.6;1;0;1;1;5;0.5;0;0;12;2;3;24;1364106558;0;0;0
637;SpecialField;0;0;0;0;8;4;0;6;49;14;1;6;5;31;79;15;11;102;48;10.4;25;20.6;1;8;2.88;12;3;1.44;2.5;714;59;23;23;6;9.2;11;0;3;3;25;1.4;0;0;24;11;11;14;1364106558;10;0;10
638;SpecialFieldAction;0;0;0;0;2;0;0;10;43;3;1;0;10;24;0;3;2;89;43;16.3;23;24.7;1;2;13;10;5;2.14;5.5;715;57;10;10;4;6.6;1;0;3;2;10;0.6;0;1;24;2;2;24;1364106558;0;0;0
639;SpecialFieldDatabaseChangeListener;0;0;0;1;0;0;0;0;12;3;1;0;5;9;3;1;3;49;17;11.8;6;38.8;1;2;3.5;2;3;1.24;2;716;23;4;4;4;14.8;3;0;2;2;7;1;0;0;7;3;2;21;1364106558;0;0;0
640;SpecialFieldDropDown;0;0;0;0;1;0;1;0;44;2;1;0;5;22;1;1;2;112;60;5;39;13.4;2;1.5;12.33;2;5;2.32;1.5;717;76;8;2.7;0;0;2;0;2;2;35;1.5;0;0;36;2;5;10;1364106558;0;0;0
641;SpecialFieldMenuAction;0;0;0;0;0;0;0;1;12;2;2;0;3;8;0;3;2;40;13;0;6;37.5;1;2;2;1;2;0.92;1;718;17;2;2;0;0;2;0;1;1;5;1;0;0;4;2;2;8;1364106558;0;0;0
642;SpecialFieldsUtils;0;0;0;0;8;0;1;11;126;14;1;0;16;50;91;7;7;211;81;0;103;23.2;1;1;42;0;2;1.35;0;721;131;34;34;20;13.2;2;0;3;3;49;1.2;0;0;62;7;9;34;1364106558;13;19;32
643;SpecialFieldUpdateListener;0;0;0;1;2;0;0;12;27;6;1;0;8;20;15;1;3;70;26;15.4;16;38.6;1;3;5;4;5;1.88;3.33;719;35;5;5;10;22.2;2;0;2;2;7;0.7;0;0;13;3;2;19;1364106558;0;0;0
644;SpecialFieldValue;0;0;0;0;0;0;0;3;35;10;1;0;4;19;23;16;10;122;45;4.4;11;25.4;1;10;2.1;2;3;1.38;1.2;720;66;12;12;13;16.5;10;0;2;2;10;0.5;0;0;21;11;10;15;1364106558;0;24;24
645;SpecialMainTableColumns;0;0;0;0;1;0;1;33;83;4;1;0;15;27;6;1;3;205;81;7.4;81;9.3;7;1;6.71;3;6;2.55;2.2;246;152;36;36;11;6.7;1;0;5;5;95;2.1;0;0;49;3;2;19;1449153542;0;0;0
646;SpringerFetcher;0;0;0;0;6;10;0;16;61;7;1;0;16;38;17;1;6;142;79;16.5;42;10.6;1;5;9.8;14;7;2.82;3.6;379;111;19;19;2;1.8;1;0;7;6;70;2.1;1;0;46;1;5;19;1446669073;3;0;3
